1.000000000000000056e-01 1.000000000000000021e-03 1.000000000000000021e-03 -4.407000112061076891e-05 -2.874000005730339810e-13 -1.783000052631116938e-11
1.000000000000000056e-01 5.000000000000000278e-02 1.000000000000000021e-03 -1.080999956215578095e-03 -1.284999938486880433e-07 -2.240000069111958148e-06
1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000021e-03 -1.123000026304055154e-03 -2.116999934728691635e-06 -1.817999917275159305e-05
1.000000000000000056e-01 1.499999999999999944e-01 1.000000000000000021e-03 -5.334999997330669430e-02 -3.624999952989149676e-05 -6.287999981813285899e-05
1.000000000000000056e-01 2.000000000000000111e-01 1.000000000000000021e-03 -4.509999840252021386e-02 -2.785000008387328307e-04 -1.543000033299435358e-04
1.000000000000000056e-01 2.500000000000000000e-01 1.000000000000000021e-03 -4.291999999850304448e-02 -8.398999828962416814e-04 -3.154000116634136930e-04
1.000000000000000056e-01 2.999999999999999889e-01 1.000000000000000021e-03 -5.461999919020854577e-02 -2.009999944263540783e-03 -5.770999789156405768e-04
1.000000000000000056e-01 3.499999999999999778e-01 1.000000000000000021e-03 -9.040000037430218072e-02 -4.688000210251175304e-03 -9.821999880088583268e-04
1.000000000000000056e-01 4.000000000000000222e-01 1.000000000000000021e-03 -1.739999930805424810e-01 -1.226000012621852875e-02 -1.594000043070309403e-03
1.000000000000000056e-01 4.249999999999999889e-01 1.000000000000000021e-03 -2.438000024085340556e-01 -2.071000082537466369e-02 -2.004000076993861512e-03
1.000000000000000056e-01 4.500000000000000111e-01 1.000000000000000021e-03 -3.339000045343709644e-01 -3.495999933988969133e-02 -2.503999896319442087e-03
1.000000000000000056e-01 4.749999999999999778e-01 1.000000000000000021e-03 -4.363000130069849547e-01 -5.724999851963730180e-02 -3.115000035691650737e-03
1.000000000000000056e-01 5.000000000000000000e-01 1.000000000000000021e-03 -5.510000278263760265e-01 -8.816999752525589429e-02 -3.859999875288622206e-03
